,user_parameters.time_add_tnf,user_parameters.duration_add_tnf,user_parameters.concentration_tnf,score
0,258.0,18.0,0.29,22.0
0,254.0,18.0,0.2984513303,35.0
0,258.0,18.0,0.29,25.666666666666668
0,251.0,18.0,0.2910460358,21.0
0,259.0,19.0,0.29758839989999997,18.333333333333332
0,259.0,19.0,0.29758839989999997,17.666666666666668
0,268.0,19.0,0.30480866199999995,16.666666666666668
0,268.0,19.0,0.30480866199999995,37.666666666666664
0,264.0,19.0,0.30377948409999994,32.333333333333336
0,268.0,18.0,0.30480866199999995,21.0
0,261.0,20.0,0.29892785019999996,16.333333333333332
0,261.0,20.0,0.29892785019999996,27.666666666666668
0,262.0,19.0,0.29682383999999995,30.666666666666668
0,261.0,20.0,0.29892785019999996,17.666666666666668
0,269.0,20.0,0.29892785019999996,17.666666666666668
0,261.0,20.0,0.3030742875,18.0
0,261.0,19.0,0.30232777399999994,24.666666666666668
0,261.0,20.0,0.29892785019999996,29.333333333333332
0,261.0,19.0,0.30640492459999996,26.666666666666668
