	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1170
2	60	12	19	1181
3	90	53	130	1060
4	120	84	255	931
5	150	119	344	828
6	180	138	436	745
7	210	158	478	711
8	240	180	522	666
9	270	200	542	634
10	300	216	562	625
11	330	236	572	618
12	360	260	580	606
13	390	276	590	605
14	420	296	596	602
15	450	318	600	598
16	480	329	605	600
17	510	347	608	590
18	540	362	609	587
19	570	384	599	587
20	600	399	505	589
21	630	417	386	581
22	660	428	291	583
23	690	445	215	582
24	720	452	168	596
25	750	471	116	591
26	780	488	94	586
27	810	506	77	584
28	840	525	70	582
29	870	549	59	579
30	900	562	52	578
31	930	589	48	568
32	960	609	46	566
33	990	627	42	576
34	1020	635	41	580
35	1050	655	40	581
36	1080	673	40	586
37	1110	691	45	574
38	1140	701	42	589
39	1170	727	38	577
40	1200	746	37	582
41	1230	758	35	588
42	1260	770	35	594
43	1290	785	37	598
44	1320	801	37	591
45	1350	808	36	604
46	1380	822	37	606
47	1410	845	38	602
48	1440	864	41	599
