	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	2
2	60	1172	12	26
3	90	1068	47	130
4	120	935	85	262
5	150	850	114	347
6	180	805	129	397
7	210	807	131	418
8	240	826	131	423
9	270	849	131	424
10	300	875	131	424
11	330	896	131	424
12	360	926	131	425
13	390	957	131	426
14	420	988	131	427
15	450	1021	131	429
16	480	1050	131	430
17	510	1089	131	433
18	540	1120	131	434
19	570	1156	131	419
20	600	1200	131	331
21	630	1189	162	212
22	660	989	365	150
23	690	786	547	153
24	720	650	645	178
25	750	584	691	207
26	780	585	700	219
27	810	601	701	224
28	840	612	701	230
29	870	640	701	230
30	900	660	701	230
31	930	688	701	229
32	960	712	701	229
33	990	729	701	232
34	1020	753	701	230
35	1050	777	701	228
36	1080	800	701	228
37	1110	820	701	230
38	1140	850	701	223
39	1170	865	701	198
40	1200	898	702	147
41	1230	866	767	89
42	1260	731	908	76
43	1290	607	1026	80
44	1320	538	1099	89
45	1350	516	1125	94
46	1380	522	1130	98
47	1410	537	1130	98
48	1440	551	1130	100
