	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1162	1	0
2	60	1150	14	22
3	90	1049	49	109
4	120	945	72	221
5	150	854	113	301
6	180	799	123	372
7	210	783	128	409
8	240	812	131	414
9	270	840	131	417
10	300	859	131	418
11	330	886	131	419
12	360	907	131	422
13	390	943	131	423
14	420	980	131	424
15	450	1020	131	425
16	480	1050	131	425
17	510	1079	131	425
18	540	1106	131	427
19	570	1144	131	418
20	600	1167	131	348
21	630	1197	131	242
22	660	1195	165	148
23	690	1041	340	97
24	720	848	523	98
25	750	733	625	133
26	780	652	695	162
27	810	634	717	175
28	840	644	720	179
29	870	663	720	177
30	900	675	720	178
31	930	698	720	179
32	960	723	720	179
33	990	743	720	181
34	1020	766	720	181
35	1050	794	720	181
36	1080	826	720	181
37	1110	852	720	180
38	1140	881	720	179
39	1170	912	720	177
40	1200	946	720	162
41	1230	976	720	118
42	1260	1002	721	77
43	1290	970	788	49
44	1320	826	950	46
45	1350	683	1080	69
46	1380	590	1173	82
47	1410	540	1227	96
48	1440	544	1234	104
