	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1177
2	60	10	28	1181
3	90	41	144	1071
4	120	71	276	944
5	150	104	386	836
6	180	120	458	769
7	210	123	481	774
8	240	124	490	778
9	270	124	491	800
10	300	124	495	824
11	330	124	497	849
12	360	124	497	877
13	390	124	498	912
14	420	124	498	934
15	450	124	499	958
16	480	124	500	995
17	510	124	502	1022
18	540	124	502	1057
19	570	124	488	1084
20	600	176	399	1066
21	630	362	300	856
22	660	497	246	695
23	690	573	199	586
24	720	613	196	541
25	750	625	198	539
26	780	628	198	553
27	810	628	197	564
28	840	628	197	589
29	870	628	198	609
30	900	628	202	635
31	930	628	203	660
32	960	628	202	689
33	990	628	202	717
34	1020	628	202	743
35	1050	628	203	767
36	1080	628	203	808
37	1110	628	203	837
38	1140	640	175	860
39	1170	764	128	748
40	1200	911	114	595
41	1230	1005	106	496
42	1260	1044	107	462
43	1290	1063	106	448
44	1320	1064	103	465
45	1350	1064	107	476
46	1380	1065	105	486
47	1410	1065	100	505
48	1440	1065	99	528
