	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	4	1165
2	60	10	26	1173
3	90	46	135	1058
4	120	70	269	919
5	150	89	373	815
6	180	91	425	783
7	210	93	435	795
8	240	93	437	820
9	270	93	437	849
10	300	93	439	867
11	330	93	439	886
12	360	93	441	916
13	390	93	442	957
14	420	93	442	983
15	450	93	443	1028
16	480	93	444	1050
17	510	93	444	1079
18	540	93	444	1111
19	570	93	435	1142
20	600	93	348	1178
21	630	93	202	1196
22	660	93	100	1226
23	690	97	43	1255
24	720	219	36	1152
25	750	460	90	891
26	780	610	174	685
27	810	664	220	602
28	840	684	239	587
29	870	685	240	600
30	900	685	241	617
31	930	685	243	640
32	960	685	243	658
33	990	685	242	681
34	1020	685	244	697
35	1050	685	242	716
36	1080	685	242	750
37	1110	685	241	777
38	1140	685	244	793
39	1170	685	241	817
40	1200	685	240	833
41	1230	685	240	859
42	1260	685	194	883
43	1290	685	109	915
44	1320	685	61	944
45	1350	686	35	970
46	1380	762	39	914
47	1410	965	74	695
48	1440	1125	98	528
