	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	0	3
2	60	1143	20	31
3	90	1024	65	144
4	120	929	91	253
5	150	831	128	356
6	180	794	138	417
7	210	800	140	443
8	240	821	140	447
9	270	839	140	449
10	300	870	140	450
11	330	897	140	451
12	360	925	140	451
13	390	949	140	452
14	420	981	140	454
15	450	1000	140	455
16	480	1033	140	455
17	510	1064	140	458
18	540	1105	140	455
19	570	1140	140	445
20	600	1173	140	352
21	630	1209	140	231
22	660	1246	140	127
23	690	1274	142	58
24	720	1180	265	40
25	750	904	520	85
26	780	742	648	143
27	810	649	720	186
28	840	618	738	209
29	870	623	741	217
30	900	639	742	217
31	930	660	742	215
32	960	683	742	216
33	990	710	742	216
34	1020	733	742	215
35	1050	753	742	215
36	1080	774	742	213
37	1110	791	742	214
38	1140	808	742	216
39	1170	831	742	218
40	1200	860	742	213
41	1230	892	742	207
42	1260	920	742	164
43	1290	947	742	104
44	1320	974	742	60
45	1350	999	742	32
46	1380	960	811	25
47	1410	748	1026	53
48	1440	589	1167	94
