	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	4
2	60	1168	6	26
3	90	1103	40	93
4	120	965	81	220
5	150	857	117	323
6	180	824	131	378
7	210	824	133	403
8	240	841	133	408
9	270	855	133	412
10	300	879	133	412
11	330	905	133	412
12	360	927	133	413
13	390	964	133	414
14	420	998	133	416
15	450	1023	133	419
16	480	1058	133	421
17	510	1086	133	422
18	540	1134	133	421
19	570	1164	133	409
20	600	1209	133	355
21	630	1241	155	236
22	660	1033	359	155
23	690	820	521	164
24	720	736	601	172
25	750	656	667	207
26	780	646	689	219
27	810	665	691	219
28	840	679	692	219
29	870	698	692	220
30	900	712	692	220
31	930	729	692	219
32	960	749	692	217
33	990	776	692	215
34	1020	794	692	218
35	1050	816	692	220
36	1080	837	692	220
37	1110	881	692	215
38	1140	927	692	213
39	1170	965	692	201
40	1200	987	693	134
41	1230	924	774	89
42	1260	760	949	75
43	1290	623	1075	83
44	1320	542	1149	102
45	1350	520	1179	112
46	1380	526	1181	115
47	1410	545	1185	115
48	1440	563	1185	114
