	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1168	2
2	60	14	1173	20
3	90	39	1070	139
4	120	69	944	270
5	150	103	827	376
6	180	123	752	458
7	210	127	751	491
8	240	128	772	496
9	270	128	790	497
10	300	128	817	499
11	330	166	792	511
12	360	243	715	538
13	390	302	640	574
14	420	345	590	603
15	450	366	579	623
16	480	371	594	630
17	510	372	608	632
18	540	372	619	633
19	570	372	640	620
20	600	402	632	526
21	630	464	569	408
22	660	520	520	316
23	690	548	493	237
24	720	560	486	205
25	750	568	503	201
26	780	569	521	200
27	810	569	536	199
28	840	569	562	193
29	870	585	570	164
30	900	646	514	149
31	930	710	457	123
32	960	748	427	108
33	990	768	417	101
34	1020	774	427	102
35	1050	774	436	103
36	1080	775	449	101
37	1110	775	464	100
38	1140	784	472	89
39	1170	829	442	72
40	1200	872	403	64
41	1230	902	375	59
42	1260	919	366	62
43	1290	924	370	62
44	1320	927	378	62
45	1350	927	388	64
46	1380	927	404	63
47	1410	938	404	56
48	1440	982	374	48
