	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1183
2	60	30	15	1181
3	90	138	45	1078
4	120	283	66	944
5	150	391	97	826
6	180	460	124	761
7	210	490	129	753
8	240	503	129	759
9	270	505	129	785
10	300	505	129	808
11	330	505	129	840
12	360	510	146	841
13	390	534	230	752
14	420	568	307	666
15	450	602	364	601
16	480	622	408	561
17	510	633	416	556
18	540	631	418	571
19	570	618	418	585
20	600	528	418	617
21	630	385	418	636
22	660	270	424	651
23	690	200	474	613
24	720	181	545	535
25	750	181	601	475
26	780	185	632	451
27	810	191	646	449
28	840	194	648	454
29	870	195	648	467
30	900	172	649	476
31	930	141	649	492
32	960	104	650	505
33	990	81	688	489
34	1020	78	746	445
35	1050	77	794	405
36	1080	83	834	374
37	1110	86	854	366
38	1140	82	859	371
39	1170	81	859	384
40	1200	79	861	403
41	1230	60	861	417
42	1260	42	861	431
43	1290	38	868	436
44	1320	38	919	395
45	1350	36	969	353
46	1380	41	1002	332
47	1410	50	1024	309
48	1440	51	1030	314
