	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1167	1
2	60	33	1158	18
3	90	138	1058	55
4	120	277	914	90
5	150	367	827	113
6	180	428	772	134
7	210	478	740	149
8	240	514	707	174
9	270	537	683	200
10	300	558	683	213
11	330	569	676	231
12	360	578	660	265
13	390	583	675	279
14	420	595	670	295
15	450	601	679	303
16	480	608	665	324
17	510	614	655	345
18	540	618	651	369
19	570	602	651	386
20	600	510	668	395
21	630	380	659	422
22	660	273	652	450
23	690	212	652	466
24	720	172	659	483
25	750	130	662	502
26	780	108	641	540
27	810	94	638	562
28	840	84	654	580
29	870	76	657	600
30	900	70	650	625
31	930	60	655	649
32	960	63	661	665
33	990	56	662	679
34	1020	52	679	700
35	1050	50	682	719
36	1080	51	674	747
37	1110	51	677	765
38	1140	51	676	780
39	1170	46	673	808
40	1200	50	674	826
41	1230	48	669	852
42	1260	45	670	870
43	1290	45	676	887
44	1320	47	659	916
45	1350	46	652	943
46	1380	45	643	966
47	1410	46	652	974
48	1440	46	649	994
