	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1160	4	0
2	60	1158	25	14
3	90	1015	152	53
4	120	860	304	87
5	150	753	400	108
6	180	695	471	123
7	210	652	516	143
8	240	611	552	162
9	270	593	566	184
10	300	575	586	201
11	330	563	596	219
12	360	554	608	233
13	390	547	612	251
14	420	544	620	266
15	450	540	623	278
16	480	540	626	294
17	510	551	628	303
18	540	549	629	317
19	570	549	623	328
20	600	554	513	338
21	630	552	361	351
22	660	556	259	371
23	690	561	189	378
24	720	557	147	396
25	750	562	105	410
26	780	569	91	422
27	810	578	79	432
28	840	583	70	441
29	870	600	60	459
30	900	596	56	480
31	930	602	53	488
32	960	607	48	503
33	990	610	47	519
34	1020	610	47	536
35	1050	619	49	547
36	1080	649	48	557
37	1110	648	46	579
38	1140	646	44	596
39	1170	643	45	617
40	1200	654	41	629
41	1230	654	44	641
42	1260	657	46	660
43	1290	665	48	670
44	1320	671	49	684
45	1350	667	43	708
46	1380	661	48	728
47	1410	660	45	746
48	1440	658	45	763
