	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	2	1177
2	60	12	18	1179
3	90	49	140	1053
4	120	75	276	924
5	150	89	381	830
6	180	95	421	823
7	210	96	434	843
8	240	96	438	864
9	270	96	440	894
10	300	96	446	924
11	330	96	447	957
12	360	114	451	965
13	390	221	476	867
14	420	336	544	707
15	450	377	586	650
16	480	390	605	631
17	510	394	610	640
18	540	395	608	663
19	570	395	605	682
20	600	395	507	712
21	630	395	374	742
22	660	406	252	765
23	690	474	203	717
24	720	585	208	608
25	750	648	225	532
26	780	669	241	520
27	810	672	237	533
28	840	672	237	550
29	870	672	237	560
30	900	672	220	588
31	930	672	156	604
32	960	672	112	619
33	990	702	92	607
34	1020	794	96	520
35	1050	854	119	449
36	1080	875	131	428
37	1110	880	134	433
38	1140	880	133	454
39	1170	880	132	481
40	1200	880	129	494
41	1230	880	119	501
42	1260	880	93	513
43	1290	891	74	513
44	1320	962	76	457
45	1350	1042	89	378
46	1380	1083	94	340
47	1410	1094	97	340
48	1440	1094	97	360
