	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1163	0
2	60	26	1156	18
3	90	154	1038	51
4	120	290	911	77
5	150	394	816	99
6	180	472	740	123
7	210	528	683	148
8	240	560	650	169
9	270	585	647	187
10	300	606	617	216
11	330	617	601	242
12	360	630	598	261
13	390	637	603	277
14	420	648	588	293
15	450	651	592	306
16	480	654	601	320
17	510	657	592	342
18	540	659	599	354
19	570	646	603	364
20	600	542	611	378
21	630	392	621	390
22	660	298	623	413
23	690	208	618	433
24	720	153	616	450
25	750	119	619	464
26	780	97	629	480
27	810	81	636	495
28	840	66	639	512
29	870	58	642	530
30	900	50	639	546
31	930	44	648	562
32	960	44	662	580
33	990	44	662	599
34	1020	44	655	625
35	1050	40	651	650
36	1080	42	639	673
37	1110	43	635	691
38	1140	45	639	708
39	1170	44	640	728
40	1200	43	637	749
41	1230	47	629	765
42	1260	47	627	782
43	1290	49	621	808
44	1320	49	620	826
45	1350	50	625	842
46	1380	48	621	861
47	1410	50	618	882
48	1440	52	614	902
