	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1165	1	5
2	60	1164	19	28
3	90	1048	58	147
4	120	925	98	269
5	150	823	127	367
6	180	784	136	420
7	210	789	138	439
8	240	803	138	446
9	270	819	138	448
10	300	840	138	450
11	330	877	138	451
12	360	907	138	452
13	390	924	138	457
14	420	946	138	463
15	450	969	138	466
16	480	996	138	468
17	510	1024	138	469
18	540	1056	138	465
19	570	1092	138	448
20	600	1119	138	353
21	630	1151	138	223
22	660	1194	138	126
23	690	1232	138	59
24	720	1168	224	50
25	750	916	456	101
26	780	707	627	170
27	810	633	682	209
28	840	607	712	225
29	870	611	718	234
30	900	617	718	232
31	930	629	718	229
32	960	644	718	228
33	990	666	718	226
34	1020	680	718	225
35	1050	704	718	225
36	1080	735	718	225
37	1110	753	718	225
38	1140	779	718	227
39	1170	804	718	227
40	1200	832	718	228
41	1230	856	718	223
42	1260	883	718	176
43	1290	918	718	99
44	1320	947	718	55
45	1350	974	718	31
46	1380	962	754	29
47	1410	777	940	47
48	1440	612	1101	71
