	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	1	1176
2	60	27	15	1173
3	90	133	50	1067
4	120	263	85	933
5	150	356	116	856
6	180	442	141	781
7	210	496	165	731
8	240	535	189	695
9	270	555	203	690
10	300	578	222	667
11	330	605	247	631
12	360	625	260	624
13	390	632	279	617
14	420	638	291	627
15	450	644	303	630
16	480	649	315	629
17	510	652	332	630
18	540	653	348	632
19	570	642	369	627
20	600	550	379	635
21	630	426	398	633
22	660	325	415	634
23	690	237	434	629
24	720	181	443	637
25	750	147	456	657
26	780	122	470	661
27	810	102	484	669
28	840	87	497	682
29	870	66	512	688
30	900	57	535	692
31	930	54	552	704
32	960	52	575	701
33	990	49	598	695
34	1020	49	612	702
35	1050	51	630	704
36	1080	55	641	708
37	1110	56	661	711
38	1140	55	677	716
39	1170	56	699	722
40	1200	58	720	727
41	1230	62	752	707
42	1260	62	763	722
43	1290	63	778	728
44	1320	63	791	745
45	1350	64	804	759
46	1380	63	823	758
47	1410	68	846	746
48	1440	73	863	741
