	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	2	1162
2	60	23	20	1162
3	90	116	60	1066
4	120	245	98	925
5	150	330	122	840
6	180	413	135	768
7	210	449	137	760
8	240	462	137	778
9	270	466	137	807
10	300	467	138	839
11	330	473	173	821
12	360	508	251	744
13	390	538	310	682
14	420	566	342	651
15	450	585	359	634
16	480	592	361	639
17	510	596	362	651
18	540	596	362	675
19	570	585	362	696
20	600	505	392	685
21	630	392	469	617
22	660	321	524	560
23	690	249	572	525
24	720	209	597	507
25	750	199	604	515
26	780	195	604	534
27	810	195	604	556
28	840	194	604	575
29	870	169	617	578
30	900	141	682	518
31	930	112	727	492
32	960	102	760	466
33	990	99	787	451
34	1020	100	795	461
35	1050	101	795	481
36	1080	100	795	495
37	1110	101	795	514
38	1140	87	813	508
39	1170	71	865	465
40	1200	64	927	416
41	1230	56	954	399
42	1260	58	973	386
43	1290	58	980	393
44	1320	57	980	404
45	1350	58	980	419
46	1380	56	980	435
47	1410	50	983	449
48	1440	48	1033	407
