	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1166	1	5
2	60	1151	11	34
3	90	1055	39	136
4	120	929	60	267
5	150	839	85	353
6	180	775	100	426
7	210	763	107	453
8	240	787	107	461
9	270	808	108	466
10	300	824	108	466
11	330	844	108	467
12	360	871	108	468
13	390	902	108	469
14	420	933	108	469
15	450	965	108	469
16	480	998	108	471
17	510	1034	108	471
18	540	1068	108	471
19	570	1094	108	451
20	600	1101	129	365
21	630	959	284	252
22	660	777	447	206
23	690	663	528	188
24	720	583	596	183
25	750	573	612	192
26	780	591	613	190
27	810	605	613	196
28	840	625	613	196
29	870	642	613	195
30	900	659	613	195
31	930	669	613	200
32	960	693	613	200
33	990	732	613	199
34	1020	758	613	199
35	1050	791	613	198
36	1080	816	613	199
37	1110	843	613	197
38	1140	877	615	182
39	1170	822	684	147
40	1200	658	851	115
41	1230	542	953	105
42	1260	486	1012	101
43	1290	457	1042	110
44	1320	469	1050	108
45	1350	481	1051	104
46	1380	490	1051	107
47	1410	511	1051	108
48	1440	531	1051	107
