	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1190	0
2	60	17	1182	22
3	90	56	1039	146
4	120	86	878	302
5	150	112	779	393
6	180	118	756	441
7	210	120	759	452
8	240	120	781	458
9	270	120	808	462
10	300	120	824	465
11	330	120	839	470
12	360	120	865	470
13	390	120	892	472
14	420	120	918	473
15	450	120	944	475
16	480	120	965	482
17	510	120	1001	484
18	540	120	1025	487
19	570	120	1057	481
20	600	120	1084	384
21	630	120	1123	221
22	660	120	1155	116
23	690	139	1177	63
24	720	338	979	83
25	750	536	746	139
26	780	625	622	190
27	810	661	585	213
28	840	672	588	218
29	870	672	600	219
30	900	672	631	219
31	930	672	650	219
32	960	672	661	218
33	990	672	682	210
34	1020	672	703	210
35	1050	672	722	206
36	1080	672	753	202
37	1110	672	780	203
38	1140	672	802	203
39	1170	672	833	201
40	1200	672	855	205
41	1230	672	886	180
42	1260	672	915	116
43	1290	672	950	64
44	1320	672	991	33
45	1350	724	960	23
46	1380	934	755	50
47	1410	1098	568	89
48	1440	1155	501	109
