	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1155
2	60	25	11	1164
3	90	109	43	1079
4	120	224	74	961
5	150	315	107	876
6	180	395	124	801
7	210	436	134	769
8	240	442	135	778
9	270	444	135	801
10	300	447	147	805
11	330	475	206	739
12	360	508	267	660
13	390	542	309	607
14	420	564	342	570
15	450	583	353	549
16	480	588	354	558
17	510	591	355	580
18	540	590	356	595
19	570	580	384	580
20	600	518	435	539
21	630	414	482	502
22	660	318	511	479
23	690	251	530	458
24	720	204	533	474
25	750	198	535	481
26	780	195	535	512
27	810	194	546	523
28	840	177	579	506
29	870	148	622	468
30	900	124	676	415
31	930	103	698	402
32	960	85	709	398
33	990	79	710	413
34	1020	78	710	431
35	1050	76	710	442
36	1080	85	730	423
37	1110	82	769	395
38	1140	78	796	375
39	1170	73	835	348
40	1200	66	851	341
41	1230	61	853	352
42	1260	61	853	361
43	1290	61	853	382
44	1320	62	858	388
45	1350	64	889	371
46	1380	62	929	333
47	1410	59	957	313
48	1440	56	969	299
