	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1173
2	60	27	12	1177
3	90	151	45	1054
4	120	298	79	906
5	150	403	105	791
6	180	460	123	740
7	210	512	139	694
8	240	550	158	659
9	270	579	174	629
10	300	591	190	622
11	330	607	201	623
12	360	615	211	619
13	390	625	231	608
14	420	633	251	607
15	450	635	261	608
16	480	641	275	614
17	510	643	290	629
18	540	644	298	634
19	570	635	309	640
20	600	533	318	646
21	630	387	331	650
22	660	279	339	667
23	690	222	357	660
24	720	169	370	670
25	750	130	384	685
26	780	104	402	681
27	810	92	416	688
28	840	77	429	700
29	870	71	449	703
30	900	66	457	723
31	930	61	474	727
32	960	60	487	738
33	990	56	502	745
34	1020	58	510	761
35	1050	58	527	768
36	1080	60	534	772
37	1110	52	545	782
38	1140	46	564	789
39	1170	45	589	786
40	1200	46	605	791
41	1230	40	629	786
42	1260	43	648	786
43	1290	40	664	787
44	1320	40	678	791
45	1350	42	691	801
46	1380	39	710	805
47	1410	38	730	810
48	1440	37	749	809
