	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1176	0	0
2	60	1175	16	23
3	90	1071	49	133
4	120	959	80	249
5	150	887	103	330
6	180	835	131	402
7	210	779	161	461
8	240	745	186	497
9	270	714	209	530
10	300	700	228	549
11	330	692	250	565
12	360	700	270	577
13	390	693	286	589
14	420	694	300	596
15	450	695	318	600
16	480	697	338	608
17	510	697	364	615
18	540	703	378	619
19	570	711	397	611
20	600	717	409	525
21	630	719	417	407
22	660	718	441	323
23	690	713	457	256
24	720	719	475	198
25	750	718	495	163
26	780	705	517	131
27	810	710	535	111
28	840	707	556	92
29	870	712	575	83
30	900	717	584	76
31	930	709	603	68
32	960	705	627	66
33	990	696	647	67
34	1020	690	668	64
35	1050	693	684	62
36	1080	695	703	62
37	1110	692	719	55
38	1140	683	745	54
39	1170	685	766	48
40	1200	686	780	50
41	1230	677	801	51
42	1260	668	827	52
43	1290	659	848	50
44	1320	648	862	52
45	1350	641	886	53
46	1380	641	911	53
47	1410	643	928	50
48	1440	646	947	51
