	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1169	3
2	60	20	1160	24
3	90	49	1060	129
4	120	84	934	252
5	150	109	844	347
6	180	121	785	412
7	210	130	753	453
8	240	131	778	460
9	270	131	799	463
10	300	131	835	464
11	330	131	862	466
12	360	131	884	468
13	390	131	903	469
14	420	131	925	472
15	450	131	945	474
16	480	131	975	477
17	510	131	1001	478
18	540	131	1029	478
19	570	131	1059	470
20	600	131	1090	392
21	630	131	1117	256
22	660	131	1149	152
23	690	131	1175	91
24	720	131	1214	44
25	750	146	1222	34
26	780	331	1041	60
27	810	508	834	121
28	840	614	702	173
29	870	697	598	207
30	900	723	568	227
31	930	728	576	235
32	960	728	590	234
33	990	728	614	233
34	1020	728	641	233
35	1050	728	680	230
36	1080	728	706	229
37	1110	728	733	227
38	1140	728	757	230
39	1170	728	789	230
40	1200	728	805	230
41	1230	728	824	226
42	1260	728	855	227
43	1290	728	887	206
44	1320	728	921	146
45	1350	728	946	96
46	1380	728	969	51
47	1410	728	1001	31
48	1440	729	1035	21
