	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1169	1
2	60	9	1169	27
3	90	38	1070	128
4	120	60	951	254
5	150	97	839	349
6	180	127	768	418
7	210	153	709	473
8	240	172	680	507
9	270	192	658	526
10	300	208	647	541
11	330	218	650	555
12	360	228	653	563
13	390	247	638	578
14	420	271	635	589
15	450	281	644	597
16	480	293	649	603
17	510	308	654	606
18	540	328	647	611
19	570	339	650	598
20	600	367	643	513
21	630	386	638	383
22	660	399	645	297
23	690	411	647	221
24	720	430	652	167
25	750	445	657	132
26	780	457	665	111
27	810	467	680	97
28	840	476	689	89
29	870	487	698	84
30	900	507	696	73
31	930	531	694	60
32	960	541	700	54
33	990	553	700	53
34	1020	569	701	50
35	1050	590	706	49
36	1080	603	715	48
37	1110	619	716	44
38	1140	635	716	49
39	1170	655	728	47
40	1200	667	732	49
41	1230	686	746	48
42	1260	709	739	53
43	1290	723	740	51
44	1320	746	743	47
45	1350	763	751	47
46	1380	780	754	49
47	1410	799	754	48
48	1440	820	755	48
