	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1161	2
2	60	16	1159	24
3	90	46	1054	130
4	120	73	939	243
5	150	88	878	326
6	180	113	805	399
7	210	143	735	454
8	240	167	690	495
9	270	197	664	518
10	300	219	641	539
11	330	240	621	557
12	360	265	600	574
13	390	277	607	582
14	420	292	607	587
15	450	311	609	595
16	480	341	589	601
17	510	356	590	608
18	540	377	588	609
19	570	385	602	601
20	600	397	607	522
21	630	419	592	399
22	660	432	590	320
23	690	450	585	249
24	720	473	579	196
25	750	492	572	152
26	780	510	571	127
27	810	529	562	114
28	840	541	569	101
29	870	558	576	83
30	900	574	578	79
31	930	600	573	74
32	960	627	568	70
33	990	643	569	63
34	1020	659	561	61
35	1050	671	568	57
36	1080	691	557	53
37	1110	705	562	53
38	1140	721	559	51
39	1170	735	563	47
40	1200	744	559	48
41	1230	769	551	45
42	1260	789	553	41
43	1290	805	551	47
44	1320	820	553	43
45	1350	837	557	41
46	1380	852	552	43
47	1410	872	550	40
48	1440	881	559	41
