	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	6	1183
2	60	10	19	1184
3	90	64	144	1035
4	120	93	317	865
5	150	113	396	798
6	180	115	422	793
7	210	118	433	802
8	240	118	438	820
9	270	118	439	848
10	300	118	441	886
11	330	118	441	914
12	360	118	443	942
13	390	118	446	976
14	420	118	448	1012
15	450	118	450	1043
16	480	136	453	1069
17	510	263	478	952
18	540	435	534	739
19	570	507	587	626
20	600	517	513	619
21	630	519	335	629
22	660	519	241	644
23	690	519	209	660
24	720	519	198	681
25	750	519	193	706
26	780	519	195	728
27	810	519	194	751
28	840	519	196	800
29	870	519	196	830
30	900	519	196	848
31	930	562	203	818
32	960	723	219	667
33	990	836	239	552
34	1020	864	244	518
35	1050	867	188	529
36	1080	867	131	549
37	1110	867	101	569
38	1140	867	98	604
39	1170	867	93	624
40	1200	867	93	651
41	1230	867	93	669
42	1260	867	92	687
43	1290	867	88	710
44	1320	867	92	735
45	1350	874	91	753
46	1380	987	99	655
47	1410	1133	114	517
48	1440	1215	126	427
