	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1174	0
2	60	22	1184	10
3	90	136	1080	43
4	120	257	953	73
5	150	362	838	104
6	180	432	765	123
7	210	456	766	132
8	240	467	776	133
9	270	470	789	136
10	300	476	763	185
11	330	514	659	268
12	360	544	611	310
13	390	567	564	351
14	420	586	542	373
15	450	590	552	374
16	480	591	568	374
17	510	591	584	377
18	540	596	553	416
19	570	588	512	467
20	600	521	474	504
21	630	392	450	529
22	660	298	436	546
23	690	225	442	549
24	720	198	458	549
25	750	184	471	553
26	780	181	448	594
27	810	181	415	631
28	840	156	410	647
29	870	126	399	666
30	900	106	405	673
31	930	85	409	676
32	960	77	423	676
33	990	76	446	684
34	1020	77	434	716
35	1050	83	406	751
36	1080	83	386	775
37	1110	71	391	786
38	1140	60	400	790
39	1170	48	410	790
40	1200	44	421	790
41	1230	43	413	802
42	1260	45	385	836
43	1290	53	375	864
44	1320	52	371	887
45	1350	51	379	900
46	1380	47	381	905
47	1410	45	390	908
48	1440	46	408	908
