	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1184
2	60	28	17	1163
3	90	152	54	1031
4	120	288	91	879
5	150	391	109	779
6	180	432	119	750
7	210	441	120	753
8	240	443	120	770
9	270	445	120	789
10	300	446	120	808
11	330	449	120	845
12	360	450	120	880
13	390	451	120	911
14	420	458	163	894
15	450	499	282	759
16	480	572	393	603
17	510	610	426	549
18	540	621	434	546
19	570	610	437	557
20	600	499	437	572
21	630	374	437	598
22	660	253	437	613
23	690	200	437	634
24	720	188	437	645
25	750	187	437	668
26	780	187	481	646
27	810	207	600	526
28	840	231	672	447
29	870	242	705	412
30	900	246	708	415
31	930	242	709	424
32	960	205	709	443
33	990	136	709	457
34	1020	97	709	468
35	1050	84	709	482
36	1080	79	709	499
37	1110	77	709	518
38	1140	79	729	508
39	1170	83	825	421
40	1200	94	889	358
41	1230	100	916	341
42	1260	99	921	347
43	1290	99	923	362
44	1320	83	926	372
45	1350	57	926	389
46	1380	43	926	403
47	1410	39	926	411
48	1440	39	926	423
