	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1164	1
2	60	25	1163	17
3	90	124	1081	46
4	120	243	973	71
5	150	356	865	103
6	180	441	781	130
7	210	469	766	138
8	240	478	778	139
9	270	483	788	141
10	300	496	768	177
11	330	523	709	235
12	360	559	645	289
13	390	584	621	316
14	420	602	609	334
15	450	607	628	335
16	480	609	653	336
17	510	610	676	339
18	540	615	656	379
19	570	615	614	437
20	600	543	560	490
21	630	438	529	516
22	660	341	526	524
23	690	246	537	526
24	720	209	557	527
25	750	201	569	537
26	780	204	550	577
27	810	200	514	625
28	840	184	486	658
29	870	157	461	687
30	900	132	461	699
31	930	111	480	700
32	960	108	489	703
33	990	105	492	716
34	1020	110	457	768
35	1050	111	421	809
36	1080	109	404	836
37	1110	98	401	849
38	1140	84	410	855
39	1170	73	426	855
40	1200	73	442	855
41	1230	68	452	860
42	1260	73	418	903
43	1290	72	390	940
44	1320	66	366	963
45	1350	59	364	980
46	1380	54	378	982
47	1410	49	387	982
48	1440	50	413	982
