	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1171
2	60	32	22	1158
3	90	135	54	1063
4	120	262	88	923
5	150	379	104	817
6	180	466	135	735
7	210	517	158	674
8	240	554	178	634
9	270	580	196	609
10	300	594	213	601
11	330	616	227	576
12	360	629	233	576
13	390	640	243	580
14	420	645	261	575
15	450	653	272	573
16	480	657	296	563
17	510	664	319	546
18	540	666	340	537
19	570	648	364	530
20	600	558	378	533
21	630	440	399	527
22	660	326	413	526
23	690	229	424	529
24	720	173	444	528
25	750	138	459	534
26	780	110	469	545
27	810	98	486	543
28	840	78	504	542
29	870	68	518	541
30	900	58	537	538
31	930	56	547	538
32	960	54	564	536
33	990	49	582	532
34	1020	47	594	536
35	1050	41	602	535
36	1080	40	616	534
37	1110	43	629	529
38	1140	39	643	536
39	1170	40	655	546
40	1200	39	671	549
41	1230	39	682	557
42	1260	39	699	554
43	1290	39	709	566
44	1320	41	722	574
45	1350	40	734	587
46	1380	39	755	585
47	1410	40	772	585
48	1440	40	792	599
