	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1184	0	1
2	60	1167	14	34
3	90	1058	61	130
4	120	895	93	283
5	150	816	107	382
6	180	809	112	417
7	210	835	113	425
8	240	860	113	427
9	270	879	113	429
10	300	900	113	429
11	330	933	113	429
12	360	958	113	430
13	390	984	113	432
14	420	1013	113	432
15	450	1045	113	433
16	480	1073	113	440
17	510	1100	113	441
18	540	1142	113	444
19	570	1173	113	429
20	600	1221	113	344
21	630	1251	113	192
22	660	1285	113	91
23	690	1321	113	41
24	720	1348	113	33
25	750	1399	113	32
26	780	1431	113	33
27	810	1465	113	40
28	840	1425	196	50
29	870	1083	511	104
30	900	793	752	196
31	930	697	813	262
32	960	696	824	280
33	990	711	824	281
34	1020	733	824	280
35	1050	743	824	281
36	1080	770	824	282
37	1110	794	824	279
38	1140	823	824	278
39	1170	856	824	278
40	1200	885	824	279
41	1230	910	824	283
42	1260	945	824	282
43	1290	988	824	279
44	1320	1017	824	279
45	1350	1051	824	269
46	1380	1077	824	233
47	1410	1102	824	140
48	1440	1140	824	66
