	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1163	2	0
2	60	1172	26	6
3	90	1064	131	43
4	120	928	271	77
5	150	835	370	98
6	180	813	411	104
7	210	821	426	107
8	240	841	429	107
9	270	864	430	107
10	300	880	430	107
11	330	908	430	107
12	360	927	430	107
13	390	960	432	107
14	420	986	435	112
15	450	849	458	247
16	480	673	522	385
17	510	583	573	443
18	540	547	595	467
19	570	558	595	469
20	600	572	504	470
21	630	600	363	470
22	660	614	255	470
23	690	646	204	470
24	720	673	185	470
25	750	692	180	470
26	780	715	181	470
27	810	702	182	508
28	840	571	200	634
29	870	483	227	708
30	900	441	244	743
31	930	440	247	752
32	960	449	233	756
33	990	463	177	756
34	1020	474	120	756
35	1050	493	91	756
36	1080	515	85	756
37	1110	538	82	756
38	1140	560	83	756
39	1170	577	81	763
40	1200	532	84	832
41	1230	439	96	926
42	1260	388	110	974
43	1290	378	115	986
44	1320	378	120	989
45	1350	385	111	989
46	1380	394	82	989
47	1410	410	59	989
48	1440	428	53	989
