	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1162	0	1
2	60	1164	13	28
3	90	1059	45	134
4	120	957	73	247
5	150	872	91	350
6	180	821	106	406
7	210	839	107	416
8	240	866	108	419
9	270	897	108	419
10	300	923	108	419
11	330	961	108	419
12	360	978	108	421
13	390	1019	108	422
14	420	1049	108	422
15	450	1085	108	422
16	480	1120	108	422
17	510	1160	108	425
18	540	1193	108	425
19	570	1221	108	411
20	600	1263	108	316
21	630	1306	108	197
22	660	1349	108	94
23	690	1357	127	36
24	720	1152	332	48
25	750	883	548	128
26	780	725	662	194
27	810	670	697	230
28	840	668	708	243
29	870	682	708	245
30	900	695	708	246
31	930	710	708	246
32	960	743	708	249
33	990	767	708	249
34	1020	787	708	247
35	1050	823	708	248
36	1080	844	708	251
37	1110	875	708	248
38	1140	905	708	248
39	1170	922	708	250
40	1200	942	708	251
41	1230	953	708	237
42	1260	980	708	159
43	1290	1005	708	98
44	1320	1027	708	49
45	1350	1004	758	33
46	1380	801	973	49
47	1410	635	1140	75
48	1440	538	1222	101
