	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	4	0	1175
2	60	19	8	1192
3	90	116	42	1091
4	120	271	63	952
5	150	344	66	900
6	180	358	67	919
7	210	360	67	953
8	240	362	67	977
9	270	363	67	1010
10	300	363	67	1030
11	330	366	67	1060
12	360	366	67	1103
13	390	368	67	1126
14	420	368	67	1149
15	450	371	67	1179
16	480	381	67	1213
17	510	381	67	1243
18	540	379	67	1281
19	570	373	67	1306
20	600	300	67	1351
21	630	143	67	1399
22	660	57	67	1458
23	690	40	67	1508
24	720	40	67	1566
25	750	47	149	1520
26	780	102	349	1301
27	810	179	407	1214
28	840	211	424	1203
29	870	218	425	1238
30	900	217	425	1272
31	930	220	425	1296
32	960	220	425	1337
33	990	217	425	1388
34	1020	216	425	1422
35	1050	218	425	1447
36	1080	216	425	1492
37	1110	217	425	1542
38	1140	213	425	1581
39	1170	212	425	1621
40	1200	210	425	1656
41	1230	214	425	1700
42	1260	208	425	1751
43	1290	171	425	1809
44	1320	89	425	1864
45	1350	51	425	1927
46	1380	44	425	1980
47	1410	54	427	2033
48	1440	59	543	1974
