	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1175	0
2	60	24	1173	11
3	90	141	1048	38
4	120	289	907	72
5	150	381	808	102
6	180	435	756	124
7	210	490	703	142
8	240	528	683	156
9	270	547	667	178
10	300	567	666	191
11	330	594	631	215
12	360	610	621	231
13	390	623	604	250
14	420	632	603	264
15	450	641	587	286
16	480	646	582	312
17	510	647	592	331
18	540	649	590	350
19	570	644	594	363
20	600	542	590	382
21	630	393	595	391
22	660	300	600	407
23	690	234	601	420
24	720	186	608	437
25	750	152	614	452
26	780	130	621	468
27	810	111	630	482
28	840	89	630	500
29	870	78	630	513
30	900	66	629	526
31	930	60	623	547
32	960	53	624	565
33	990	52	623	577
34	1020	52	628	591
35	1050	52	630	605
36	1080	53	632	617
37	1110	57	627	635
38	1140	56	619	659
39	1170	58	610	688
40	1200	55	603	710
41	1230	54	612	731
42	1260	56	619	749
43	1290	54	631	756
44	1320	55	636	771
45	1350	54	640	786
46	1380	60	630	798
47	1410	58	624	821
48	1440	58	619	842
