	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	1	0
2	60	1170	17	11
3	90	1076	111	43
4	120	942	251	68
5	150	839	354	95
6	180	734	455	124
7	210	677	527	146
8	240	654	559	157
9	270	634	584	168
10	300	624	603	181
11	330	612	623	194
12	360	612	628	207
13	390	612	630	228
14	420	590	640	251
15	450	586	647	268
16	480	583	653	283
17	510	589	657	294
18	540	595	659	305
19	570	589	649	324
20	600	600	574	334
21	630	619	443	351
22	660	621	333	361
23	690	627	233	373
24	720	632	154	391
25	750	634	120	410
26	780	632	100	432
27	810	639	81	443
28	840	651	61	460
29	870	663	60	467
30	900	661	59	486
31	930	656	59	497
32	960	668	54	515
33	990	657	48	538
34	1020	672	44	551
35	1050	670	42	578
36	1080	672	41	594
37	1110	681	43	607
38	1140	684	41	622
39	1170	680	42	650
40	1200	679	47	675
41	1230	687	49	692
42	1260	697	46	703
43	1290	695	49	716
44	1320	697	50	731
45	1350	709	51	749
46	1380	717	52	768
47	1410	717	53	783
48	1440	720	49	797
