	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1159	0
2	60	24	1147	14
3	90	148	1021	54
4	120	288	883	78
5	150	387	789	92
6	180	432	769	96
7	210	442	775	97
8	240	445	800	98
9	270	445	822	98
10	300	445	846	98
11	330	446	874	98
12	360	447	903	98
13	390	449	935	98
14	420	449	969	98
15	450	451	1005	98
16	480	452	1032	98
17	510	454	1066	98
18	540	456	1096	98
19	570	445	1118	98
20	600	351	1146	98
21	630	206	1180	98
22	660	94	1217	98
23	690	47	1244	98
24	720	34	1290	98
25	750	30	1320	98
26	780	32	1381	98
27	810	34	1423	98
28	840	50	1378	167
29	870	96	1075	449
30	900	193	774	681
31	930	248	670	749
32	960	262	672	759
33	990	266	691	759
34	1020	270	717	759
35	1050	268	745	759
36	1080	268	768	759
37	1110	263	786	759
38	1140	261	816	759
39	1170	260	836	759
40	1200	260	875	759
41	1230	260	899	759
42	1260	257	934	759
43	1290	258	967	759
44	1320	256	995	759
45	1350	245	1024	759
46	1380	213	1052	759
47	1410	116	1087	759
48	1440	50	1115	759
