	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1179	0
2	60	19	1184	8
3	90	106	1098	48
4	120	251	948	79
5	150	373	824	103
6	180	448	747	122
7	210	484	717	132
8	240	500	714	134
9	270	510	732	134
10	300	511	761	134
11	330	513	789	134
12	360	514	804	134
13	390	517	824	134
14	420	517	848	134
15	450	519	878	134
16	480	521	902	134
17	510	521	926	134
18	540	521	958	134
19	570	514	982	134
20	600	440	986	165
21	630	320	834	325
22	660	232	702	442
23	690	185	610	513
24	720	170	560	557
25	750	169	527	586
26	780	170	533	587
27	810	166	550	587
28	840	166	568	587
29	870	168	592	587
30	900	165	604	587
31	930	165	627	587
32	960	167	644	587
33	990	164	669	587
34	1020	166	688	587
35	1050	168	707	587
36	1080	167	740	587
37	1110	167	771	587
38	1140	158	779	589
39	1170	116	741	653
40	1200	101	592	808
41	1230	86	494	909
42	1260	74	447	963
43	1290	76	419	998
44	1320	79	428	1001
45	1350	78	450	1001
46	1380	75	467	1001
47	1410	75	480	1001
48	1440	76	496	1001
