	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1164	1	1
2	60	1161	29	13
3	90	1068	141	37
4	120	939	260	72
5	150	827	370	98
6	180	770	434	113
7	210	747	470	126
8	240	767	476	127
9	270	790	478	127
10	300	810	479	127
11	330	832	481	127
12	360	854	482	127
13	390	890	483	127
14	420	917	485	127
15	450	947	488	127
16	480	981	489	127
17	510	1012	489	127
18	540	1042	489	127
19	570	1068	475	127
20	600	1069	384	151
21	630	921	291	306
22	660	755	224	436
23	690	647	195	523
24	720	575	186	580
25	750	542	199	599
26	780	545	203	604
27	810	562	202	606
28	840	576	201	606
29	870	598	201	606
30	900	615	200	606
31	930	632	199	606
32	960	642	197	606
33	990	656	199	606
34	1020	676	199	606
35	1050	699	201	606
36	1080	713	203	606
37	1110	726	203	606
38	1140	740	185	607
39	1170	691	131	678
40	1200	568	104	803
41	1230	485	89	887
42	1260	410	85	952
43	1290	400	80	978
44	1320	402	82	987
45	1350	411	82	988
46	1380	422	81	988
47	1410	436	82	988
48	1440	453	83	988
