	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1178	0
2	60	21	1178	14
3	90	130	1084	34
4	120	247	956	68
5	150	340	860	95
6	180	406	793	121
7	210	455	746	141
8	240	487	708	171
9	270	512	690	188
10	300	529	671	207
11	330	546	657	227
12	360	552	653	247
13	390	562	645	261
14	420	567	645	277
15	450	574	648	289
16	480	578	645	306
17	510	582	647	321
18	540	585	648	341
19	570	579	650	360
20	600	505	652	376
21	630	380	664	382
22	660	284	677	394
23	690	209	681	413
24	720	156	689	430
25	750	129	691	442
26	780	108	684	459
27	810	88	687	473
28	840	74	686	491
29	870	67	690	502
30	900	60	706	510
31	930	58	711	528
32	960	55	710	539
33	990	52	708	557
34	1020	54	716	573
35	1050	50	728	594
36	1080	50	723	612
37	1110	46	721	637
38	1140	45	732	653
39	1170	46	738	666
40	1200	48	754	678
41	1230	54	755	697
42	1260	51	765	715
43	1290	52	769	732
44	1320	53	768	750
45	1350	54	770	765
46	1380	57	781	774
47	1410	57	789	791
48	1440	58	785	813
