	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1182
2	60	17	34	1178
3	90	45	137	1076
4	120	79	255	960
5	150	106	341	871
6	180	127	413	806
7	210	132	452	800
8	240	134	460	816
9	270	168	465	803
10	300	215	492	751
11	330	263	523	704
12	360	289	542	691
13	390	302	564	676
14	420	307	569	683
15	450	314	574	702
16	480	355	582	682
17	510	405	597	649
18	540	443	605	626
19	570	468	600	609
20	600	478	518	602
21	630	479	403	622
22	660	485	315	637
23	690	531	235	611
24	720	581	195	576
25	750	611	191	560
26	780	623	189	559
27	810	632	172	578
28	840	632	134	592
29	870	655	117	591
30	900	700	101	560
31	930	730	97	545
32	960	759	97	527
33	990	781	95	521
34	1020	790	91	531
35	1050	792	75	544
36	1080	811	66	545
37	1110	850	54	519
38	1140	887	53	505
39	1170	909	56	498
40	1200	924	58	504
41	1230	932	53	514
42	1260	934	48	525
43	1290	949	45	529
44	1320	986	47	501
45	1350	1032	48	475
46	1380	1051	48	467
47	1410	1065	50	464
48	1440	1067	43	478
