	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1167	1
2	60	12	1155	29
3	90	45	1069	122
4	120	92	941	239
5	150	115	834	339
6	180	132	769	405
7	210	142	744	440
8	240	142	757	448
9	270	143	777	451
10	300	148	803	453
11	330	210	758	469
12	360	281	668	510
13	390	329	611	549
14	420	363	579	567
15	450	381	570	576
16	480	384	577	581
17	510	384	592	582
18	540	384	616	581
19	570	402	621	567
20	600	457	580	490
21	630	522	514	382
22	660	570	472	292
23	690	591	463	218
24	720	597	472	179
25	750	597	485	172
26	780	597	504	169
27	810	598	534	172
28	840	626	518	162
29	870	675	476	133
30	900	711	448	101
31	930	734	431	82
32	960	739	444	72
33	990	743	462	67
34	1020	743	479	65
35	1050	743	503	66
36	1080	750	509	67
37	1110	797	472	69
38	1140	849	428	70
39	1170	890	392	62
40	1200	907	388	61
41	1230	913	392	60
42	1260	913	403	59
43	1290	913	414	58
44	1320	913	420	57
45	1350	938	405	53
46	1380	978	373	51
47	1410	1013	344	49
48	1440	1043	322	52
