	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	6	0	1174
2	60	34	13	1160
3	90	140	48	1053
4	120	282	88	891
5	150	393	118	780
6	180	460	129	734
7	210	486	136	717
8	240	491	137	730
9	270	491	139	758
10	300	501	182	732
11	330	535	236	675
12	360	576	298	594
13	390	605	335	550
14	420	620	348	543
15	450	626	348	549
16	480	628	349	570
17	510	628	350	592
18	540	628	395	559
19	570	626	448	508
20	600	549	476	483
21	630	407	510	459
22	660	307	520	453
23	690	231	520	461
24	720	201	520	481
25	750	190	525	505
26	780	195	560	485
27	810	191	619	441
28	840	162	657	420
29	870	129	678	410
30	900	98	685	424
31	930	80	686	443
32	960	77	687	461
33	990	75	690	467
34	1020	78	732	433
35	1050	82	768	405
36	1080	77	794	385
37	1110	70	813	376
38	1140	62	819	385
39	1170	52	820	404
40	1200	49	820	411
41	1230	51	832	407
42	1260	57	865	385
43	1290	57	901	357
44	1320	55	923	347
45	1350	55	937	346
46	1380	51	943	356
47	1410	51	945	366
48	1440	51	946	377
