	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1152	0
2	60	39	1141	11
3	90	141	1036	48
4	120	275	912	74
5	150	354	830	102
6	180	434	753	128
7	210	493	692	151
8	240	525	668	167
9	270	544	648	188
10	300	566	628	204
11	330	587	629	216
12	360	600	626	233
13	390	611	627	247
14	420	617	629	265
15	450	624	633	281
16	480	633	627	304
17	510	638	623	323
18	540	642	634	335
19	570	625	635	353
20	600	542	627	373
21	630	403	625	388
22	660	312	624	401
23	690	237	622	420
24	720	178	621	430
25	750	147	614	447
26	780	135	625	456
27	810	110	623	473
28	840	90	638	487
29	870	89	629	506
30	900	79	631	529
31	930	77	623	545
32	960	74	629	557
33	990	66	627	577
34	1020	61	622	600
35	1050	56	632	614
36	1080	51	625	638
37	1110	59	617	653
38	1140	57	620	671
39	1170	58	617	689
40	1200	55	627	697
41	1230	54	626	712
42	1260	57	633	724
43	1290	51	641	742
44	1320	52	637	760
45	1350	54	640	779
46	1380	48	648	791
47	1410	51	649	813
48	1440	49	645	835
