	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1177	0	2
2	60	1181	8	31
3	90	1074	45	131
4	120	935	78	261
5	150	840	106	361
6	180	773	122	438
7	210	777	125	464
8	240	795	126	472
9	270	820	126	475
10	300	846	126	475
11	330	869	126	477
12	360	894	126	477
13	390	922	126	478
14	420	946	126	479
15	450	972	126	483
16	480	1009	126	484
17	510	1035	126	487
18	540	1070	126	486
19	570	1109	126	477
20	600	1094	170	388
21	630	905	345	303
22	660	714	492	267
23	690	612	571	237
24	720	564	616	234
25	750	568	627	236
26	780	584	627	237
27	810	602	627	238
28	840	630	627	237
29	870	648	627	241
30	900	672	627	241
31	930	696	627	241
32	960	714	627	237
33	990	724	627	237
34	1020	750	627	234
35	1050	771	627	236
36	1080	794	627	231
37	1110	822	627	228
38	1140	822	645	191
39	1170	696	779	143
40	1200	557	920	110
41	1230	482	992	95
42	1260	440	1034	96
43	1290	425	1052	102
44	1320	434	1052	105
45	1350	447	1052	105
46	1380	468	1053	100
47	1410	479	1053	99
48	1440	494	1053	100
