	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1182
2	60	16	23	1176
3	90	48	145	1046
4	120	69	280	919
5	150	95	377	822
6	180	118	451	751
7	210	138	507	701
8	240	161	544	663
9	270	181	585	632
10	300	200	606	625
11	330	219	624	608
12	360	238	636	588
13	390	256	644	574
14	420	268	650	571
15	450	287	657	567
16	480	292	662	579
17	510	311	664	584
18	540	326	666	591
19	570	340	657	596
20	600	356	568	603
21	630	376	427	590
22	660	399	321	586
23	690	418	252	581
24	720	432	194	584
25	750	450	160	573
26	780	464	121	578
27	810	480	102	584
28	840	498	85	586
29	870	521	79	575
30	900	533	74	587
31	930	544	67	593
32	960	567	63	587
33	990	584	60	592
34	1020	597	60	599
35	1050	611	60	604
36	1080	627	58	600
37	1110	642	56	609
38	1140	650	48	619
39	1170	664	47	625
40	1200	681	46	633
41	1230	703	42	636
42	1260	721	42	636
43	1290	736	41	647
44	1320	756	38	641
45	1350	778	35	641
46	1380	797	32	640
47	1410	820	32	637
48	1440	839	35	634
