	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1178
2	60	17	18	1180
3	90	139	63	1044
4	120	273	97	910
5	150	388	117	801
6	180	419	121	787
7	210	433	121	798
8	240	440	122	810
9	270	441	122	832
10	300	445	122	858
11	330	445	122	884
12	360	446	122	913
13	390	446	122	943
14	420	448	122	972
15	450	449	122	1007
16	480	451	122	1043
17	510	451	122	1069
18	540	455	174	1040
19	570	496	388	805
20	600	468	537	614
21	630	372	588	534
22	660	294	599	517
23	690	245	600	526
24	720	232	600	545
25	750	225	600	561
26	780	226	600	577
27	810	224	600	595
28	840	227	600	605
29	870	228	600	624
30	900	228	600	649
31	930	227	600	671
32	960	225	600	694
33	990	223	600	718
34	1020	224	619	724
35	1050	234	766	580
36	1080	230	890	446
37	1110	179	934	394
38	1140	135	947	382
39	1170	103	950	397
40	1200	99	950	417
41	1230	96	950	435
42	1260	95	950	454
43	1290	95	950	472
44	1320	94	950	495
45	1350	91	950	510
46	1380	91	950	523
47	1410	91	950	541
48	1440	90	950	552
