	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1172	0
2	60	26	1173	17
3	90	142	1057	50
4	120	266	937	80
5	150	343	863	112
6	180	420	794	141
7	210	481	740	157
8	240	518	696	182
9	270	543	669	201
10	300	564	655	216
11	330	579	641	234
12	360	590	633	254
13	390	596	625	268
14	420	604	627	286
15	450	610	623	303
16	480	614	635	314
17	510	621	629	337
18	540	621	632	353
19	570	617	627	368
20	600	528	624	382
21	630	390	616	399
22	660	312	624	408
23	690	239	603	440
24	720	180	596	465
25	750	138	614	470
26	780	116	616	480
27	810	99	613	496
28	840	85	621	512
29	870	77	627	524
30	900	71	633	537
31	930	66	633	553
32	960	62	641	570
33	990	62	642	587
34	1020	63	648	599
35	1050	63	649	617
36	1080	56	643	638
37	1110	59	644	653
38	1140	60	653	665
39	1170	57	649	689
40	1200	58	639	712
41	1230	56	636	726
42	1260	56	654	737
43	1290	57	669	755
44	1320	57	664	779
45	1350	57	651	803
46	1380	56	658	818
47	1410	59	664	833
48	1440	62	661	856
