	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1183	0	1
2	60	1161	25	36
3	90	1065	57	122
4	120	907	94	262
5	150	804	113	362
6	180	724	127	443
7	210	718	128	472
8	240	727	130	479
9	270	754	136	479
10	300	725	179	488
11	330	689	237	506
12	360	617	295	545
13	390	591	324	564
14	420	591	339	574
15	450	588	346	587
16	480	617	346	592
17	510	627	350	594
18	540	590	401	598
19	570	540	448	602
20	600	512	479	529
21	630	477	510	414
22	660	477	524	301
23	690	490	528	225
24	720	502	528	187
25	750	522	531	176
26	780	501	565	182
27	810	462	609	189
28	840	438	647	176
29	870	423	667	145
30	900	427	677	124
31	930	440	677	116
32	960	455	677	104
33	990	464	688	98
34	1020	434	729	100
35	1050	422	761	101
36	1080	397	792	93
37	1110	396	808	82
38	1140	400	812	73
39	1170	405	814	67
40	1200	421	815	66
41	1230	423	824	65
42	1260	386	873	69
43	1290	374	899	68
44	1320	353	926	63
45	1350	356	933	60
46	1380	362	937	57
47	1410	369	941	53
48	1440	381	941	50
