	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1164	0
2	60	27	1154	15
3	90	129	1070	36
4	120	242	963	68
5	150	343	850	105
6	180	414	798	119
7	210	471	751	139
8	240	520	698	158
9	270	549	688	170
10	300	575	660	190
11	330	589	645	209
12	360	597	638	233
13	390	598	651	254
14	420	614	651	263
15	450	624	638	286
16	480	630	644	302
17	510	636	641	315
18	540	641	648	325
19	570	627	653	339
20	600	551	661	354
21	630	440	650	371
22	660	329	659	393
23	690	261	675	408
24	720	203	685	418
25	750	157	691	434
26	780	121	694	451
27	810	99	692	473
28	840	89	692	489
29	870	80	702	498
30	900	80	701	520
31	930	70	699	541
32	960	63	693	563
33	990	59	686	584
34	1020	55	683	607
35	1050	53	680	631
36	1080	51	681	646
37	1110	51	682	664
38	1140	48	682	677
39	1170	48	678	699
40	1200	48	675	715
41	1230	45	691	730
42	1260	47	693	743
43	1290	48	693	764
44	1320	44	707	777
45	1350	44	719	792
46	1380	44	731	810
47	1410	47	732	826
48	1440	47	736	846
