	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	1	3
2	60	1171	13	31
3	90	1058	50	130
4	120	948	74	248
5	150	846	102	351
6	180	799	110	409
7	210	803	110	433
8	240	824	110	436
9	270	845	110	437
10	300	878	110	440
11	330	912	110	442
12	360	944	110	444
13	390	969	110	446
14	420	1005	110	447
15	450	1033	111	450
16	480	958	200	464
17	510	769	365	506
18	540	652	448	564
19	570	577	493	589
20	600	563	506	518
21	630	567	509	411
22	660	577	509	300
23	690	589	509	235
24	720	615	509	207
25	750	636	509	201
26	780	655	509	200
27	810	675	509	197
28	840	695	509	196
29	870	718	511	195
30	900	649	591	202
31	930	507	718	225
32	960	436	780	247
33	990	403	815	257
34	1020	404	826	223
35	1050	418	826	166
36	1080	426	826	125
37	1110	440	826	101
38	1140	453	826	94
39	1170	473	826	94
40	1200	483	826	94
41	1230	499	826	93
42	1260	518	826	93
43	1290	532	831	94
44	1320	476	898	97
45	1350	407	970	115
46	1380	359	1023	125
47	1410	349	1044	127
48	1440	348	1050	107
