	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1181	0	1
2	60	1184	12	21
3	90	1051	54	131
4	120	920	87	253
5	150	848	119	332
6	180	769	140	408
7	210	751	146	440
8	240	758	147	452
9	270	784	147	455
10	300	799	152	458
11	330	748	215	466
12	360	663	280	501
13	390	594	327	541
14	420	551	366	562
15	450	547	385	570
16	480	550	388	579
17	510	566	388	582
18	540	588	389	584
19	570	597	404	574
20	600	530	477	485
21	630	498	512	374
22	660	482	541	295
23	690	473	565	234
24	720	480	570	192
25	750	486	571	179
26	780	505	571	177
27	810	513	571	177
28	840	503	599	171
29	870	453	658	146
30	900	428	695	110
31	930	412	718	93
32	960	415	726	86
33	990	422	731	77
34	1020	437	731	75
35	1050	446	731	73
36	1080	464	734	73
37	1110	442	772	70
38	1140	398	822	62
39	1170	386	849	60
40	1200	378	866	57
41	1230	379	871	49
42	1260	390	875	46
43	1290	398	875	47
44	1320	409	875	46
45	1350	400	886	47
46	1380	359	935	42
47	1410	332	973	40
48	1440	314	995	39
