	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1180	0	1
2	60	1181	15	28
3	90	1068	61	131
4	120	952	96	248
5	150	847	127	347
6	180	807	145	405
7	210	809	150	433
8	240	817	150	445
9	270	848	150	447
10	300	873	150	449
11	330	888	150	451
12	360	918	150	451
13	390	936	151	451
14	420	905	205	462
15	450	757	334	500
16	480	653	419	545
17	510	579	473	577
18	540	544	505	597
19	570	541	508	595
20	600	551	508	503
21	630	573	508	391
22	660	588	508	283
23	690	601	508	218
24	720	625	508	188
25	750	635	508	175
26	780	627	534	176
27	810	547	625	185
28	840	473	691	206
29	870	430	731	219
30	900	406	757	226
31	930	410	762	230
32	960	417	762	197
33	990	434	762	151
34	1020	457	762	119
35	1050	466	762	96
36	1080	477	762	83
37	1110	496	762	82
38	1140	487	786	80
39	1170	430	849	86
40	1200	368	918	94
41	1230	341	948	100
42	1260	331	965	101
43	1290	337	970	102
44	1320	352	970	93
45	1350	373	970	68
46	1380	390	970	57
47	1410	407	970	49
48	1440	421	970	38
