	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1162	3
2	60	12	1157	21
3	90	55	1046	115
4	120	90	897	254
5	150	116	793	359
6	180	140	717	431
7	210	143	718	455
8	240	144	736	463
9	270	145	754	465
10	300	145	779	467
11	330	146	816	467
12	360	182	793	473
13	390	260	698	518
14	420	315	624	556
15	450	362	574	581
16	480	382	555	603
17	510	386	564	608
18	540	386	571	609
19	570	386	583	601
20	600	386	605	529
21	630	386	625	393
22	660	412	616	272
23	690	497	538	209
24	720	548	482	189
25	750	584	454	193
26	780	598	451	200
27	810	606	451	204
28	840	606	467	205
29	870	607	486	202
30	900	607	502	160
31	930	607	518	122
32	960	619	522	98
33	990	689	456	82
34	1020	737	413	82
35	1050	774	395	79
36	1080	792	385	82
37	1110	794	392	82
38	1140	794	399	87
39	1170	794	411	86
40	1200	794	425	77
41	1230	794	436	61
42	1260	806	437	49
43	1290	859	396	43
44	1320	903	359	44
45	1350	929	336	47
46	1380	952	329	47
47	1410	955	335	49
48	1440	956	346	50
