	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	8	1171	1
2	60	33	1166	14
3	90	123	1064	51
4	120	250	936	90
5	150	347	843	118
6	180	412	794	131
7	210	435	802	134
8	240	440	825	136
9	270	442	850	136
10	300	449	853	161
11	330	489	770	236
12	360	545	681	295
13	390	588	618	339
14	420	613	587	365
15	450	623	590	372
16	480	627	600	373
17	510	628	621	373
18	540	623	633	383
19	570	614	582	445
20	600	546	518	502
21	630	435	481	543
22	660	348	455	572
23	690	274	458	576
24	720	245	474	576
25	750	240	491	576
26	780	238	506	577
27	810	238	488	611
28	840	209	431	681
29	870	163	392	723
30	900	122	375	746
31	930	101	376	753
32	960	92	386	753
33	990	85	398	753
34	1020	84	410	753
35	1050	85	403	771
36	1080	86	368	819
37	1110	71	344	850
38	1140	68	324	877
39	1170	58	325	885
40	1200	54	337	889
41	1230	53	346	889
42	1260	54	349	889
43	1290	56	350	898
44	1320	55	327	931
45	1350	55	299	960
46	1380	46	292	981
47	1410	45	289	987
48	1440	38	298	988
