	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	0	0
2	60	1168	22	14
3	90	1069	129	37
4	120	914	272	77
5	150	798	383	108
6	180	716	465	129
7	210	677	505	145
8	240	652	539	162
9	270	625	566	185
10	300	620	586	196
11	330	617	602	210
12	360	611	614	225
13	390	600	620	248
14	420	605	628	260
15	450	611	635	274
16	480	608	640	290
17	510	602	645	302
18	540	596	648	322
19	570	596	635	337
20	600	599	553	350
21	630	604	409	368
22	660	609	312	384
23	690	613	217	406
24	720	608	182	421
25	750	613	152	435
26	780	616	122	456
27	810	627	105	465
28	840	629	89	484
29	870	631	78	504
30	900	643	74	519
31	930	656	66	535
32	960	663	60	554
33	990	659	61	569
34	1020	658	60	593
35	1050	678	55	604
36	1080	682	57	620
37	1110	676	54	639
38	1140	678	49	657
39	1170	676	43	680
40	1200	666	47	704
41	1230	661	49	729
42	1260	663	46	747
43	1290	663	49	760
44	1320	669	48	773
45	1350	654	48	794
46	1380	658	46	812
47	1410	657	46	828
48	1440	658	50	838
