	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	5	1178
2	60	17	24	1174
3	90	60	128	1059
4	120	86	259	926
5	150	118	351	836
6	180	139	434	753
7	210	160	487	704
8	240	176	538	659
9	270	194	570	620
10	300	215	586	599
11	330	229	602	591
12	360	248	613	578
13	390	261	620	585
14	420	281	623	579
15	450	300	628	575
16	480	325	631	566
17	510	335	636	571
18	540	354	636	567
19	570	365	625	586
20	600	383	544	580
21	630	395	407	593
22	660	412	315	595
23	690	425	234	611
24	720	445	181	620
25	750	469	137	619
26	780	482	103	620
27	810	504	83	621
28	840	517	66	625
29	870	532	56	634
30	900	549	53	624
31	930	563	52	631
32	960	584	50	625
33	990	605	53	616
34	1020	621	51	614
35	1050	632	48	629
36	1080	648	47	633
37	1110	663	49	627
38	1140	682	48	627
39	1170	700	49	629
40	1200	713	50	633
41	1230	731	47	639
42	1260	756	48	639
43	1290	774	48	641
44	1320	794	48	643
45	1350	810	48	647
46	1380	829	48	650
47	1410	839	47	660
48	1440	852	48	670
