	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	5	1173	0
2	60	26	1171	13
3	90	122	1083	38
4	120	250	951	68
5	150	367	847	94
6	180	453	762	114
7	210	492	740	120
8	240	503	748	120
9	270	505	758	120
10	300	505	781	120
11	330	508	793	120
12	360	512	809	120
13	390	515	856	120
14	420	519	885	120
15	450	519	921	120
16	480	522	949	120
17	510	524	977	120
18	540	527	1006	120
19	570	514	1041	120
20	600	437	1040	152
21	630	328	904	294
22	660	273	749	430
23	690	209	636	533
24	720	189	576	579
25	750	182	557	607
26	780	194	550	611
27	810	193	574	614
28	840	192	589	614
29	870	187	610	614
30	900	184	631	614
31	930	181	655	614
32	960	181	684	614
33	990	179	717	614
34	1020	179	735	614
35	1050	174	763	614
36	1080	177	792	614
37	1110	179	822	614
38	1140	163	861	615
39	1170	116	803	694
40	1200	86	688	818
41	1230	80	578	923
42	1260	91	517	984
43	1290	103	479	1016
44	1320	106	473	1031
45	1350	108	483	1033
46	1380	109	495	1033
47	1410	109	515	1034
48	1440	108	533	1034
