	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1188	1
2	60	20	1191	15
3	90	112	1107	51
4	120	251	976	76
5	150	352	867	108
6	180	443	788	132
7	210	484	766	136
8	240	489	784	137
9	270	491	806	139
10	300	499	784	178
11	330	543	692	246
12	360	575	627	293
13	390	601	587	324
14	420	616	577	339
15	450	623	588	341
16	480	624	612	342
17	510	627	629	346
18	540	632	600	390
19	570	640	555	436
20	600	586	519	466
21	630	455	504	490
22	660	348	509	498
23	690	257	520	503
24	720	207	539	503
25	750	200	551	508
26	780	203	522	552
27	810	203	477	608
28	840	177	458	634
29	870	143	451	654
30	900	116	454	665
31	930	102	472	665
32	960	95	497	665
33	990	91	507	673
34	1020	97	481	708
35	1050	98	438	750
36	1080	86	413	779
37	1110	70	407	796
38	1140	68	412	801
39	1170	64	422	804
40	1200	61	439	804
41	1230	61	432	818
42	1260	63	405	857
43	1290	60	376	895
44	1320	55	363	917
45	1350	53	355	928
46	1380	49	349	943
47	1410	48	356	943
48	1440	46	363	943
