	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1179	2	0
2	60	1186	26	8
3	90	1073	132	46
4	120	953	266	69
5	150	842	367	98
6	180	745	457	135
7	210	689	532	148
8	240	655	568	170
9	270	648	587	181
10	300	623	607	199
11	330	608	624	214
12	360	611	632	221
13	390	602	636	236
14	420	602	643	246
15	450	608	647	259
16	480	610	653	271
17	510	630	656	283
18	540	624	659	301
19	570	631	646	314
20	600	636	562	335
21	630	646	424	350
22	660	645	325	367
23	690	650	241	380
24	720	657	164	396
25	750	655	124	416
26	780	656	102	438
27	810	646	86	453
28	840	660	73	473
29	870	679	69	486
30	900	680	70	502
31	930	697	64	517
32	960	700	62	535
33	990	715	60	552
34	1020	720	58	567
35	1050	727	55	583
36	1080	736	55	600
37	1110	751	55	617
38	1140	754	58	631
39	1170	768	56	645
40	1200	770	57	663
41	1230	799	54	670
42	1260	795	54	687
43	1290	789	56	704
44	1320	794	55	721
45	1350	799	54	745
46	1380	795	52	765
47	1410	800	46	792
48	1440	798	45	812
