	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1161	6
2	60	9	1169	34
3	90	36	1074	134
4	120	71	948	250
5	150	100	844	364
6	180	117	783	438
7	210	119	778	460
8	240	119	804	465
9	270	119	819	470
10	300	144	808	481
11	330	214	737	506
12	360	268	671	541
13	390	313	614	574
14	420	335	593	595
15	450	339	606	605
16	480	339	626	611
17	510	339	650	616
18	540	347	659	613
19	570	403	609	602
20	600	464	555	544
21	630	494	529	438
22	660	525	501	337
23	690	532	514	249
24	720	532	532	220
25	750	532	545	216
26	780	535	556	211
27	810	583	521	208
28	840	635	481	191
29	870	674	448	159
30	900	703	423	130
31	930	707	430	109
32	960	707	441	101
33	990	707	457	95
34	1020	707	473	90
35	1050	733	454	91
36	1080	769	421	88
37	1110	803	388	76
38	1140	834	371	61
39	1170	843	375	50
40	1200	846	384	45
41	1230	846	399	45
42	1260	846	409	43
43	1290	859	411	44
44	1320	885	399	40
45	1350	916	375	45
46	1380	953	349	41
47	1410	963	346	40
48	1440	965	351	37
