	time	tnf
0	0	0.0
1	30	5310.190656265209
2	60	2325.9667851154563
3	90	1018.2319668719404
4	120	445.3248970421145
5	150	194.55575033916693
6	180	84.90624353546029
7	210	8188.0572048860995
8	240	4145.203909677374
9	270	1815.7463888698626
10	300	794.937860539874
11	330	347.78934800003526
12	360	152.0202561824317
13	390	66.38855168107234
14	420	7395.321186910157
15	450	3240.090385467958
16	480	1419.1478096346557
17	510	621.2670622957578
18	540	271.78687937373076
19	570	118.79944930703334
20	600	51.88792322718831
21	630	5773.617422289075
22	660	2529.3039964216246
23	690	1107.6615213559328
24	720	484.8464613374466
25	750	212.08021511438776
26	780	92.69569449582136
27	810	7861.246098215404
28	840	4507.354504172887
29	870	1974.3622191901895
30	900	864.5149823952563
31	930	378.3582999957635
32	960	165.4766848570645
33	990	72.3208267748751
34	1020	8031.4190816840055
35	1050	3518.640537885239
36	1080	1541.0543825973355
37	1110	674.6941773747099
38	1140	295.23046655451856
39	1170	129.10364137130034
40	1200	56.41892191282659
41	1230	6270.2249528203265
42	1260	2746.7020874469285
43	1290	1202.8370684593492
44	1320	526.5521957678463
45	1350	230.37786662918532
46	1380	100.73147248933684
47	1410	7341.642866675204
48	1440	4895.008655424135
