	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1171	0
2	60	28	1163	13
3	90	130	1069	39
4	120	264	933	70
5	150	370	827	104
6	180	441	761	125
7	210	470	753	128
8	240	477	772	128
9	270	478	791	128
10	300	478	825	128
11	330	480	858	128
12	360	480	891	128
13	390	482	934	128
14	420	482	958	128
15	450	483	989	128
16	480	483	1014	128
17	510	483	1044	128
18	540	486	1060	130
19	570	481	984	227
20	600	439	803	391
21	630	358	661	502
22	660	274	576	573
23	690	218	534	605
24	720	189	557	607
25	750	182	571	607
26	780	182	587	607
27	810	183	605	607
28	840	182	622	607
29	870	183	648	607
30	900	185	666	607
31	930	185	694	607
32	960	185	714	607
33	990	186	737	607
34	1020	187	764	607
35	1050	184	779	615
36	1080	183	684	715
37	1110	179	578	820
38	1140	153	517	891
39	1170	134	470	937
40	1200	113	453	954
41	1230	107	465	957
42	1260	103	478	957
43	1290	103	494	957
44	1320	101	510	957
45	1350	100	526	957
46	1380	100	550	957
47	1410	97	571	957
48	1440	99	591	957
