	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	1	1
2	60	1172	25	10
3	90	1052	140	42
4	120	917	267	76
5	150	803	372	99
6	180	750	435	117
7	210	752	456	120
8	240	768	461	121
9	270	783	465	121
10	300	805	469	121
11	330	833	471	121
12	360	866	471	121
13	390	899	473	121
14	420	932	473	121
15	450	962	476	121
16	480	987	476	121
17	510	1013	477	121
18	540	1024	480	143
19	570	869	494	286
20	600	691	451	441
21	630	597	368	522
22	660	553	279	566
23	690	545	224	576
24	720	559	196	577
25	750	577	193	577
26	780	598	189	577
27	810	616	185	577
28	840	637	184	577
29	870	655	185	577
30	900	669	183	577
31	930	689	183	577
32	960	708	183	577
33	990	736	182	577
34	1020	761	183	577
35	1050	741	187	618
36	1080	617	182	747
37	1110	500	159	852
38	1140	437	129	916
39	1170	422	108	939
40	1200	430	99	943
41	1230	445	95	944
42	1260	458	94	944
43	1290	477	95	944
44	1320	495	96	944
45	1350	509	96	944
46	1380	524	95	944
47	1410	547	96	944
48	1440	571	96	944
